Timestamp,Device_Name,Event_Type,Severity,Duration_Minutes,Source_IP,Destination_IP,Port_Number,Protocol,Resolved
02/15/2024 12:57,Srv C,Unauthorized Access,High,108.0,192.168.108.42,10.0.91.162,6720,TLS,No
2024-01-23 15:02:00,Access_Point_Y,DDoS Attack,critical,108.0,192.168.208.116,10.0.30.30,7357,TLS,No
01/03/2024 23:39,Switch-B,High Latency,High,40.0,192.168.107.237,10.0.69.255,967,tcp,Yes
2024-02-06 07:33:00,DB_Z,Connection Lost,low,16.0,192.168.137.246,10.0.167.98,6662,icmp,No
2024-01-23 02:01:00,Router A,Hardware Failure,low,17.0,192.168.127.170,10.0.248.220,2083,tcp,No
01/01/2024 16:29,Server_C,Slow Network,low,130.0,192.168.24.159,10.0.220.61,3269,TLS,No
2024-01-06 02:18:00,Access_Point_Y,Hardware Failure,moderate,26.0,192.168.202.240,10.0.96.142,4412,ICMP,Yes
2024-02-11 10:44:00,Edge_Proxy,Slow Network,med,23.0,192.168.57.69,10.0.247.125,6335,udp,No
2024-01-19 02:12:00,Edge_Proxy,Firmware Crash,med,178.0,192.168.12.233,10.0.112.103,Unknown,QUIC,Yes
2024-01-08 07:58:00,Srv C,DDoS Attack,Severe,28.0,192.168.57.27,10.0.32.193,2089,QUIC,No
2024-02-15 00:07:00,Server_C,Connection Lost,High,,192.168.95.184,10.0.125.128,1865,QUIC,Yes
2024-01-05 18:48:00,Firewall X,Packet Loss,med,98.0,192.168.203.12,10.0.60.78,670,DNS,Yes
2024-01-23 04:18:00,Switch-B,Slow Network,med,102.0,192.168.109.68,10.0.213.84,7865,ICMP,Yes
2024-02-06 02:38:00,Router A,Firmware Crash,high,48.0,192.168.187.151,10.0.14.59,4504,QUIC,Yes
2024-01-15 04:44:00,Edge_Proxy,Packet Loss,low,51.0,192.168.218.82,10.0.121.100,1370,UDP,No
2024-01-19 14:35:00,Srv C,High Latency,CRITICAL,149.0,192.168.177.38,10.0.189.204,206,Tcp,No
2024-01-02 06:29:00,Edge_Proxy,Slow Network,MEDIUM,144.0,192.168.47.200,10.0.79.25,1287,ICMP,Yes
2024-02-17 07:04:00,Router A,Connection Lost,High,112.0,192.168.117.52,10.0.25.161,5982,icmp,No
2024-01-07 02:46:00,Load_Balancer_1,Slow Network,low,32.0,192.168.40.194,10.0.86.84,3256,icmp,No
2024-01-26 03:28:00,DB_Z,Downtime,low,163.0,192.168.106.49,10.0.160.145,1201,ICMP,No
2024-02-17 04:47:00,Server_C,DDoS Attack,CRITICAL,94.0,192.168.99.182,10.0.226.24,7938,icmp,Yes
2024-01-08 09:50:00,Router A,Connection Lost,MEDIUM,144.0,192.168.192.151,10.0.32.84,5042,Tcp,Yes
2024-02-11 08:12:00,Server_C,Firmware Crash,moderate,14.0,192.168.227.24,10.0.113.40,341,UDP,No
2024-01-06 20:29:00,Access_Point_Y,Unauthorized Access,MEDIUM,63.0,192.168.145.89,10.0.130.189,5871,ICMP,No
2024-01-27 04:27:00,Edge_Proxy,Packet Loss,critical,97.0,192.168.246.212,10.0.174.97,5981,icmp,Yes
2024-01-28 03:42:00,Srv C,Unauthorized Access,High,15.0,192.168.239.203,10.0.153.218,5749,icmp,No
2024-02-13 03:13:00,Edge_Proxy,High Latency,med,127.0,192.168.214.32,10.0.238.151,2559,icmp,Yes
2024-02-02 08:59:00,Router A,Packet Loss,High,69.0,192.168.165.135,10.0.157.105,6133,tcp,Yes
2024-02-15 12:55:00,Firewall X,High Latency,Severe,78.0,192.168.194.204,10.0.0.48,2158,QUIC,No
2024-01-11 02:59:00,Firewall X,Packet Loss,low,78.0,192.168.206.244,10.0.240.72,7496,ICMP,No
2024-02-18 13:17:00,Access_Point_Y,High Latency,med,93.0,192.168.30.125,10.0.215.186,5864,ICMP,Yes
2024-01-01 11:08:00,Router A,Hardware Failure,MEDIUM,114.0,192.168.206.80,10.0.105.207,3447,QUIC,No
2024-02-04 12:24:00,DB_Z,Firmware Crash,High,40.0,192.168.124.3,10.0.1.45,4189,TLS,Yes
2024-01-16 10:52:00,Firewall X,Downtime,High,33.0,192.168.102.36,10.0.133.27,3288,Tcp,No
2024-01-22 04:36:00,Firewall X,Connection Lost,High,,192.168.239.228,10.0.22.158,6875,udp,No
2024-01-17 14:36:00,DB_Z,DDoS Attack,LOW,121.0,192.168.140.165,10.0.60.174,7896,TLS,No
2024-01-01 21:45:00,Access_Point_Y,Firmware Crash,moderate,170.0,192.168.94.113,10.0.208.131,3738,DNS,Yes
2024-01-04 13:28:00,Firewall X,Firmware Crash,critical,85.0,192.168.160.199,10.0.45.252,7234,ICMP,No
2024-01-23 21:10:00,Load_Balancer_1,Packet Loss,LOW,,192.168.7.228,10.0.154.136,1174,DNS,Yes
2024-01-10 05:52:00,Firewall X,Slow Network,critical,54.0,192.168.253.148,10.0.205.136,1977,DNS,No
2024-02-07 20:55:00,Firewall X,High Latency,med,16.0,192.168.174.117,10.0.248.255,34,Tcp,No
2024-01-21 18:55:00,Edge_Proxy,Unauthorized Access,LOW,26.0,192.168.17.129,10.0.114.251,5613,Tcp,No
2024-01-30 21:10:00,Firewall X,Hardware Failure,MEDIUM,75.0,192.168.19.107,10.0.192.18,Unknown,TLS,Yes
2024-01-21 07:50:00,Switch-B,Packet Loss,moderate,92.0,192.168.104.50,10.0.65.85,6217,Tcp,Yes
2024-02-09 16:52:00,Switch-B,Hardware Failure,LOW,16.0,192.168.68.237,10.0.154.220,7266,Tcp,No
2024-01-14 22:39:00,Srv C,Connection Lost,high,91.0,192.168.124.38,10.0.209.180,3845,TLS,No
2024-01-26 22:29:00,Edge_Proxy,High Latency,critical,54.0,192.168.113.81,10.0.118.100,6783,udp,No
2024-02-14 20:26:00,Switch-B,Downtime,critical,132.0,192.168.59.244,10.0.171.144,4125,udp,Yes
2024-02-04 10:54:00,DB_Z,Unauthorized Access,Severe,57.0,192.168.132.200,10.0.176.209,3087,icmp,Yes
2024-02-17 01:52:00,Server_C,Packet Loss,high,57.0,192.168.217.160,10.0.127.161,6523,DNS,No
2024-01-03 09:39:00,Access_Point_Y,DDoS Attack,moderate,120.0,192.168.148.123,10.0.174.19,1035,ICMP,Yes
01/04/2024 16:29,Router A,Packet Loss,critical,124.0,192.168.214.208,10.0.53.90,861,tcp,Yes
01/17/2024 04:43,DB_Z,Firmware Crash,LOW,148.0,192.168.155.140,10.0.147.186,4600,UDP,Yes
2024-01-10 08:30:00,Srv C,High Latency,CRITICAL,153.0,192.168.238.86,10.0.178.17,7363,Tcp,No
2024-02-10 05:26:00,DB_Z,DDoS Attack,high,,192.168.159.136,10.0.71.194,6364,QUIC,Yes
2024-01-06 16:04:00,Switch-B,Connection Lost,Severe,61.0,192.168.4.41,10.0.108.211,3333,udp,No
2024-01-31 14:07:00,Edge_Proxy,DDoS Attack,med,57.0,192.168.142.159,10.0.202.193,1736,udp,Yes
2024-01-17 06:35:00,Firewall X,Downtime,LOW,96.0,192.168.233.44,10.0.197.120,2764,UDP,No
2024-01-27 19:42:00,Router A,Hardware Failure,MEDIUM,179.0,192.168.104.174,10.0.146.114,3809,DNS,Yes
2024-01-12 16:10:00,Access_Point_Y,Packet Loss,moderate,178.0,192.168.200.11,10.0.95.175,5715,udp,No
2024-01-06 10:44:00,Load_Balancer_1,DDoS Attack,Severe,104.0,192.168.204.16,10.0.100.118,453,DNS,Yes
2024-02-04 08:05:00,Srv C,Firmware Crash,med,151.0,???.???.???.???,10.0.125.71,122,TLS,No
2024-02-01 10:23:00,Load_Balancer_1,Slow Network,MEDIUM,83.0,192.168.207.140,10.0.192.139,4651,Tcp,Yes
2024-01-04 15:35:00,Router A,DDoS Attack,high,83.0,192.168.205.182,10.0.9.95,6810,udp,No
2024-01-14 15:13:00,Access_Point_Y,Firmware Crash,MEDIUM,121.0,192.168.42.25,10.0.78.163,3193,Tcp,Yes
2024-01-25 00:37:00,Srv C,Slow Network,CRITICAL,15.0,192.168.14.163,10.0.113.204,4332,ICMP,Yes
2024-01-10 14:25:00,Access_Point_Y,Hardware Failure,MEDIUM,111.0,192.168.105.81,10.0.194.101,91,DNS,No
2024-01-25 05:51:00,Srv C,Hardware Failure,High,21.0,192.168.0.79,10.0.205.40,3518,UDP,Yes
2024-02-08 21:37:00,Srv C,Firmware Crash,med,,192.168.52.92,10.0.171.26,4547,QUIC,No
2024-01-25 18:07:00,Load_Balancer_1,Packet Loss,med,131.0,192.168.166.244,10.0.77.184,5156,tcp,Yes
2024-02-16 15:59:00,Router A,DDoS Attack,critical,54.0,192.168.33.194,10.0.253.215,2422,TLS,Yes
01/13/2024 20:04,Router A,Firmware Crash,CRITICAL,89.0,192.168.145.129,10.0.252.227,3951,Tcp,Yes
2024-02-12 08:37:00,Server_C,Connection Lost,moderate,98.0,192.168.55.125,10.0.96.232,5022,UDP,Yes
2024-01-19 14:46:00,Router A,High Latency,med,168.0,192.168.159.24,10.0.124.168,2183,Tcp,No
2024-01-19 16:38:00,Access_Point_Y,Hardware Failure,LOW,116.0,192.168.48.255,10.0.51.31,2274,QUIC,Yes
2024-01-28 09:52:00,Server_C,Downtime,high,149.0,192.168.176.183,10.0.100.181,2354,DNS,Yes
01/26/2024 13:25,Router A,Connection Lost,MEDIUM,180.0,192.168.242.16,10.0.75.66,4234,ICMP,No
2024-01-11 02:50:00,Access_Point_Y,Downtime,LOW,152.0,???.???.???.???,10.0.87.217,1420,tcp,No
2024-01-19 22:21:00,Server_C,Firmware Crash,moderate,173.0,192.168.228.161,10.0.80.16,7781,DNS,Yes
2024-01-04 21:48:00,Router A,Packet Loss,high,23.0,192.168.133.253,10.0.44.48,3834,UDP,Yes
2024-02-12 01:45:00,Firewall X,Unauthorized Access,Severe,8.0,192.168.93.121,10.0.208.20,5158,icmp,Yes
2024-01-13 21:42:00,Edge_Proxy,DDoS Attack,Severe,,192.168.222.173,10.0.38.74,6720,tcp,No
2024-02-11 18:40:00,DB_Z,Downtime,CRITICAL,43.0,192.168.28.67,10.0.206.88,798,QUIC,Yes
2024-01-22 08:58:00,Edge_Proxy,Unauthorized Access,high,6.0,192.168.50.114,10.0.206.213,3906,icmp,No
2024-01-11 11:30:00,Firewall X,Unauthorized Access,MEDIUM,174.0,192.168.162.245,10.0.217.95,4083,TLS,No
2024-02-04 09:47:00,Load_Balancer_1,Downtime,MEDIUM,73.0,192.168.29.114,10.0.203.41,1701,udp,Yes
